point_id,yr,species,max_count
LU029,2016,ACFL,0
LU029,2017,ACFL,0
LU029,2018,ACFL,0
LU029,2019,ACFL,0
LU030,2016,ACFL,0
LU030,2017,ACFL,0
LU030,2018,ACFL,0
LU030,2019,ACFL,0
SA001,2016,ACFL,1
SA001,2017,ACFL,1
SA001,2018,ACFL,1
SA001,2019,ACFL,1
SA003,2016,ACFL,0
SA003,2017,ACFL,0
SA003,2018,ACFL,0
SA003,2019,ACFL,1
SA004,2016,ACFL,0
SA004,2017,ACFL,0
SA004,2018,ACFL,0
SA004,2019,ACFL,0
SA009,2016,ACFL,1
SA009,2017,ACFL,0
SA009,2018,ACFL,0
SA009,2019,ACFL,1
SA010,2016,ACFL,0
SA010,2017,ACFL,0
SA010,2018,ACFL,0
SA010,2019,ACFL,0
SA012,2016,ACFL,0
SA012,2017,ACFL,0
SA012,2018,ACFL,0
SA012,2019,ACFL,0
SA013,2016,ACFL,0
SA013,2017,ACFL,0
SA013,2018,ACFL,0
SA013,2019,ACFL,0
SA014,2016,ACFL,0
SA014,2017,ACFL,0
SA014,2018,ACFL,0
SA014,2019,ACFL,1
SA015,2016,ACFL,0
SA015,2017,ACFL,1
SA015,2018,ACFL,0
SA015,2019,ACFL,0
SA016,2016,ACFL,1
SA016,2017,ACFL,1
SA016,2018,ACFL,0
SA016,2019,ACFL,0
SA017,2016,ACFL,0
SA017,2017,ACFL,0
SA017,2018,ACFL,0
SA017,2019,ACFL,0
SA020,2016,ACFL,0
SA020,2017,ACFL,0
SA020,2018,ACFL,0
SA020,2019,ACFL,0
SA021,2016,ACFL,0
SA021,2017,ACFL,0
SA021,2018,ACFL,0
SA021,2019,ACFL,0
SA022,2016,ACFL,0
SA022,2017,ACFL,0
SA022,2018,ACFL,0
SA022,2019,ACFL,0
SA023,2016,ACFL,0
SA023,2017,ACFL,0
SA023,2018,ACFL,0
SA023,2019,ACFL,0
SA024,2016,ACFL,0
SA024,2017,ACFL,0
SA024,2018,ACFL,0
SA024,2019,ACFL,0
SA025,2016,ACFL,0
SA025,2017,ACFL,0
SA025,2018,ACFL,0
SA025,2019,ACFL,0
SA026,2016,ACFL,0
SA026,2017,ACFL,0
SA026,2018,ACFL,0
SA026,2019,ACFL,0
SA028,2016,ACFL,0
SA028,2017,ACFL,0
SA028,2018,ACFL,0
SA028,2019,ACFL,0
SA029,2016,ACFL,0
SA029,2017,ACFL,0
SA029,2018,ACFL,0
SA029,2019,ACFL,0
SA030,2016,ACFL,0
SA030,2017,ACFL,0
SA030,2018,ACFL,0
SA030,2019,ACFL,0
SA031,2016,ACFL,0
SA031,2017,ACFL,0
SA031,2018,ACFL,0
SA031,2019,ACFL,0
SA032,2016,ACFL,0
SA032,2017,ACFL,0
SA032,2018,ACFL,0
SA032,2019,ACFL,0
SA033,2016,ACFL,0
SA033,2017,ACFL,0
SA033,2018,ACFL,0
SA033,2019,ACFL,0
SA034,2016,ACFL,0
SA034,2017,ACFL,0
SA034,2018,ACFL,0
SA034,2019,ACFL,0
SA036,2016,ACFL,0
SA036,2017,ACFL,0
SA036,2018,ACFL,0
SA036,2019,ACFL,0
SA037,2016,ACFL,0
SA037,2017,ACFL,0
SA037,2018,ACFL,0
SA037,2019,ACFL,0
SA038,2016,ACFL,0
SA038,2017,ACFL,0
SA038,2018,ACFL,0
SA038,2019,ACFL,0
SA039,2016,ACFL,0
SA039,2017,ACFL,0
SA039,2018,ACFL,1
SA039,2019,ACFL,0
SA040,2016,ACFL,0
SA040,2017,ACFL,0
SA040,2018,ACFL,0
SA040,2019,ACFL,0
SA041,2016,ACFL,0
SA041,2017,ACFL,0
SA041,2018,ACFL,0
SA041,2019,ACFL,0
SA042,2016,ACFL,0
SA042,2017,ACFL,0
SA042,2018,ACFL,0
SA042,2019,ACFL,0
SA046,2016,ACFL,0
SA046,2017,ACFL,0
SA046,2018,ACFL,0
SA046,2019,ACFL,1
SA047,2016,ACFL,0
SA047,2017,ACFL,0
SA047,2018,ACFL,1
SA047,2019,ACFL,0
SA048,2016,ACFL,0
SA048,2017,ACFL,0
SA048,2018,ACFL,0
SA048,2019,ACFL,0
SA049,2016,ACFL,0
SA049,2017,ACFL,0
SA049,2018,ACFL,0
SA049,2019,ACFL,0
SA050,2016,ACFL,0
SA050,2017,ACFL,0
SA050,2018,ACFL,0
SA050,2019,ACFL,0
SA051,2016,ACFL,0
SA051,2017,ACFL,0
SA051,2018,ACFL,0
SA051,2019,ACFL,0
SA052,2016,ACFL,0
SA052,2017,ACFL,0
SA052,2018,ACFL,0
SA052,2019,ACFL,0
SA053,2016,ACFL,0
SA053,2017,ACFL,0
SA053,2018,ACFL,0
SA053,2019,ACFL,0
SA054,2016,ACFL,0
SA054,2017,ACFL,0
SA054,2018,ACFL,0
SA054,2019,ACFL,0
SA055,2016,ACFL,0
SA055,2017,ACFL,0
SA055,2018,ACFL,0
SA055,2019,ACFL,0
SA057,2016,ACFL,0
SA057,2017,ACFL,0
SA057,2018,ACFL,1
SA057,2019,ACFL,0
SA058,2016,ACFL,1
SA058,2017,ACFL,0
SA058,2018,ACFL,0
SA058,2019,ACFL,1
SA059,2016,ACFL,1
SA059,2017,ACFL,0
SA059,2018,ACFL,0
SA059,2019,ACFL,1
SA060,2016,ACFL,0
SA060,2017,ACFL,0
SA060,2018,ACFL,0
SA060,2019,ACFL,0
SA061,2016,ACFL,0
SA061,2017,ACFL,0
SA061,2018,ACFL,0
SA061,2019,ACFL,0
SA062,2016,ACFL,0
SA062,2017,ACFL,0
SA062,2018,ACFL,0
SA062,2019,ACFL,0
SA064,2016,ACFL,0
SA064,2017,ACFL,0
SA064,2018,ACFL,0
SA064,2019,ACFL,0
SA065,2016,ACFL,0
SA065,2017,ACFL,0
SA065,2018,ACFL,0
SA065,2019,ACFL,0
SA066,2016,ACFL,0
SA066,2017,ACFL,0
SA066,2018,ACFL,0
SA066,2019,ACFL,0
SA068,2016,ACFL,0
SA068,2017,ACFL,0
SA068,2018,ACFL,0
SA068,2019,ACFL,0
SA069,2016,ACFL,0
SA069,2017,ACFL,0
SA069,2018,ACFL,0
SA069,2019,ACFL,1
SA070,2016,ACFL,0
SA070,2017,ACFL,0
SA070,2018,ACFL,0
SA070,2019,ACFL,0
SA071,2016,ACFL,0
SA071,2017,ACFL,0
SA071,2018,ACFL,0
SA071,2019,ACFL,0
SA072,2016,ACFL,0
SA072,2017,ACFL,0
SA072,2018,ACFL,0
SA072,2019,ACFL,1
SA073,2016,ACFL,0
SA073,2017,ACFL,0
SA073,2018,ACFL,0
SA073,2019,ACFL,0
SA074,2016,ACFL,0
SA074,2017,ACFL,0
SA074,2018,ACFL,0
SA074,2019,ACFL,0
SA075,2016,ACFL,0
SA075,2017,ACFL,0
SA075,2018,ACFL,0
SA075,2019,ACFL,0
SA076,2016,ACFL,0
SA076,2017,ACFL,0
SA076,2018,ACFL,0
SA076,2019,ACFL,0
SA077,2016,ACFL,0
SA077,2017,ACFL,0
SA077,2018,ACFL,0
SA077,2019,ACFL,0
SA079,2016,ACFL,0
SA079,2017,ACFL,0
SA079,2018,ACFL,0
SA079,2019,ACFL,0
SA080,2016,ACFL,0
SA080,2017,ACFL,0
SA080,2018,ACFL,0
SA080,2019,ACFL,0
SA081,2016,ACFL,0
SA081,2017,ACFL,0
SA081,2018,ACFL,0
SA081,2019,ACFL,0
SA082,2016,ACFL,0
SA082,2017,ACFL,0
SA082,2018,ACFL,0
SA082,2019,ACFL,0
SA083,2016,ACFL,0
SA083,2017,ACFL,0
SA083,2018,ACFL,0
SA083,2019,ACFL,0
SA084,2016,ACFL,0
SA084,2017,ACFL,0
SA084,2018,ACFL,0
SA084,2019,ACFL,0
SA085,2016,ACFL,0
SA085,2017,ACFL,0
SA085,2018,ACFL,0
SA085,2019,ACFL,0
SA087,2016,ACFL,0
SA087,2017,ACFL,0
SA087,2018,ACFL,0
SA087,2019,ACFL,0
SA088,2016,ACFL,0
SA088,2017,ACFL,1
SA088,2018,ACFL,0
SA088,2019,ACFL,0
SA091,2016,ACFL,0
SA091,2017,ACFL,0
SA091,2018,ACFL,0
SA091,2019,ACFL,0
SA092,2016,ACFL,0
SA092,2017,ACFL,0
SA092,2018,ACFL,0
SA092,2019,ACFL,0
SA093,2016,ACFL,0
SA093,2017,ACFL,0
SA093,2018,ACFL,0
SA093,2019,ACFL,0
SA094,2016,ACFL,0
SA094,2017,ACFL,0
SA094,2018,ACFL,0
SA094,2019,ACFL,1
SA095,2016,ACFL,0
SA095,2017,ACFL,1
SA095,2018,ACFL,1
SA095,2019,ACFL,1
SA096,2016,ACFL,2
SA096,2017,ACFL,0
SA096,2018,ACFL,0
SA096,2019,ACFL,1
SA097,2016,ACFL,1
SA097,2017,ACFL,0
SA097,2018,ACFL,0
SA097,2019,ACFL,0
SA098,2016,ACFL,0
SA098,2017,ACFL,0
SA098,2018,ACFL,0
SA098,2019,ACFL,0
SA099,2016,ACFL,0
SA099,2017,ACFL,0
SA099,2018,ACFL,0
SA099,2019,ACFL,0
SA100,2016,ACFL,0
SA100,2017,ACFL,0
SA100,2018,ACFL,0
SA100,2019,ACFL,0
SA106,2016,ACFL,0
SA106,2017,ACFL,0
SA106,2018,ACFL,0
SA106,2019,ACFL,0
SA107,2016,ACFL,0
SA107,2017,ACFL,1
SA107,2018,ACFL,1
SA107,2019,ACFL,2
SA108,2016,ACFL,0
SA108,2017,ACFL,0
SA108,2018,ACFL,0
SA108,2019,ACFL,0
SA109,2016,ACFL,0
SA109,2017,ACFL,0
SA109,2018,ACFL,0
SA109,2019,ACFL,1
SA110,2016,ACFL,0
SA110,2017,ACFL,0
SA110,2018,ACFL,0
SA110,2019,ACFL,0
SA111,2016,ACFL,0
SA111,2017,ACFL,0
SA111,2018,ACFL,0
SA111,2019,ACFL,0
SA112,2016,ACFL,0
SA112,2017,ACFL,0
SA112,2018,ACFL,0
SA112,2019,ACFL,0
SA114,2016,ACFL,0
SA114,2017,ACFL,0
SA114,2018,ACFL,0
SA114,2019,ACFL,0
SA115,2016,ACFL,0
SA115,2017,ACFL,0
SA115,2018,ACFL,1
SA115,2019,ACFL,1
SA116,2016,ACFL,0
SA116,2017,ACFL,0
SA116,2018,ACFL,0
SA116,2019,ACFL,0
SA117,2016,ACFL,1
SA117,2017,ACFL,1
SA117,2018,ACFL,0
SA117,2019,ACFL,1
SA118,2016,ACFL,1
SA118,2017,ACFL,1
SA118,2018,ACFL,0
SA118,2019,ACFL,0
SA119,2016,ACFL,0
SA119,2017,ACFL,0
SA119,2018,ACFL,0
SA119,2019,ACFL,0
SA124,2016,ACFL,0
SA124,2017,ACFL,0
SA124,2018,ACFL,0
SA124,2019,ACFL,0
SA125,2016,ACFL,0
SA125,2017,ACFL,0
SA125,2018,ACFL,1
SA125,2019,ACFL,1
SA126,2016,ACFL,0
SA126,2017,ACFL,0
SA126,2018,ACFL,0
SA126,2019,ACFL,0
SA127,2016,ACFL,0
SA127,2017,ACFL,0
SA127,2018,ACFL,0
SA127,2019,ACFL,1
SA128,2016,ACFL,0
SA128,2017,ACFL,0
SA128,2018,ACFL,0
SA128,2019,ACFL,0
SA129,2016,ACFL,1
SA129,2017,ACFL,1
SA129,2018,ACFL,0
SA129,2019,ACFL,0
SA130,2016,ACFL,1
SA130,2017,ACFL,1
SA130,2018,ACFL,1
SA130,2019,ACFL,1
SA131,2016,ACFL,1
SA131,2017,ACFL,0
SA131,2018,ACFL,0
SA131,2019,ACFL,0
SA135,2016,ACFL,0
SA135,2017,ACFL,0
SA135,2018,ACFL,0
SA135,2019,ACFL,0
SA136,2016,ACFL,0
SA136,2017,ACFL,0
SA136,2018,ACFL,0
SA136,2019,ACFL,1
SA137,2016,ACFL,0
SA137,2017,ACFL,0
SA137,2018,ACFL,0
SA137,2019,ACFL,0
SA138,2016,ACFL,0
SA138,2017,ACFL,0
SA138,2018,ACFL,0
SA138,2019,ACFL,0
SA139,2016,ACFL,0
SA139,2017,ACFL,0
SA139,2018,ACFL,0
SA139,2019,ACFL,2
SA140,2016,ACFL,0
SA140,2017,ACFL,0
SA140,2018,ACFL,1
SA140,2019,ACFL,0
SA141,2016,ACFL,0
SA141,2017,ACFL,0
SA141,2018,ACFL,0
SA141,2019,ACFL,0
SA142,2016,ACFL,0
SA142,2017,ACFL,0
SA142,2018,ACFL,0
SA142,2019,ACFL,0
SA143,2016,ACFL,0
SA143,2017,ACFL,0
SA143,2018,ACFL,0
SA143,2019,ACFL,0
SA144,2016,ACFL,0
SA144,2017,ACFL,0
SA144,2018,ACFL,0
SA144,2019,ACFL,0
SA146,2016,ACFL,0
SA146,2017,ACFL,0
SA146,2018,ACFL,0
SA146,2019,ACFL,0
SA147,2016,ACFL,0
SA147,2017,ACFL,0
SA147,2018,ACFL,0
SA147,2019,ACFL,0
SA148,2016,ACFL,0
SA148,2017,ACFL,0
SA148,2018,ACFL,0
SA148,2019,ACFL,0
SA149,2016,ACFL,0
SA149,2017,ACFL,0
SA149,2018,ACFL,0
SA149,2019,ACFL,1
SA150,2016,ACFL,0
SA150,2017,ACFL,0
SA150,2018,ACFL,1
SA150,2019,ACFL,0
SA151,2016,ACFL,1
SA151,2017,ACFL,0
SA151,2018,ACFL,0
SA151,2019,ACFL,2
SA152,2016,ACFL,1
SA152,2017,ACFL,0
SA152,2018,ACFL,1
SA152,2019,ACFL,0
SA153,2016,ACFL,2
SA153,2017,ACFL,1
SA153,2018,ACFL,0
SA153,2019,ACFL,1
SA154,2016,ACFL,0
SA154,2017,ACFL,1
SA154,2018,ACFL,1
SA154,2019,ACFL,0
SA155,2016,ACFL,0
SA155,2017,ACFL,0
SA155,2018,ACFL,0
SA155,2019,ACFL,0
SA157,2016,ACFL,0
SA157,2017,ACFL,0
SA157,2018,ACFL,0
SA157,2019,ACFL,0
SA158,2016,ACFL,0
SA158,2017,ACFL,0
SA158,2018,ACFL,0
SA158,2019,ACFL,0
SA159,2016,ACFL,0
SA159,2017,ACFL,0
SA159,2018,ACFL,0
SA159,2019,ACFL,0
SA160,2016,ACFL,0
SA160,2017,ACFL,0
SA160,2018,ACFL,1
SA160,2019,ACFL,2
SA161,2016,ACFL,1
SA161,2017,ACFL,0
SA161,2018,ACFL,1
SA161,2019,ACFL,1
TH001,2016,ACFL,0
TH001,2017,ACFL,0
TH001,2018,ACFL,0
TH001,2019,ACFL,0
TH002,2016,ACFL,0
TH002,2017,ACFL,0
TH002,2018,ACFL,0
TH002,2019,ACFL,0
TH003,2016,ACFL,0
TH003,2017,ACFL,0
TH003,2018,ACFL,0
TH003,2019,ACFL,0
TH004,2016,ACFL,0
TH004,2017,ACFL,0
TH004,2018,ACFL,0
TH004,2019,ACFL,0
TH005,2016,ACFL,0
TH005,2017,ACFL,0
TH005,2018,ACFL,0
TH005,2019,ACFL,0
TH006,2016,ACFL,0
TH006,2017,ACFL,0
TH006,2018,ACFL,0
TH006,2019,ACFL,0
TH007,2016,ACFL,0
TH007,2017,ACFL,0
TH007,2018,ACFL,0
TH007,2019,ACFL,0
TH008,2016,ACFL,0
TH008,2017,ACFL,0
TH008,2018,ACFL,0
TH008,2019,ACFL,0
TH009,2016,ACFL,0
TH009,2017,ACFL,0
TH009,2018,ACFL,0
TH009,2019,ACFL,0
TH010,2016,ACFL,0
TH010,2017,ACFL,0
TH010,2018,ACFL,0
TH010,2019,ACFL,0
TH011,2016,ACFL,0
TH011,2017,ACFL,0
TH011,2018,ACFL,0
TH011,2019,ACFL,0
TH012,2016,ACFL,0
TH012,2017,ACFL,0
TH012,2018,ACFL,0
TH012,2019,ACFL,1
TH013,2016,ACFL,0
TH013,2017,ACFL,0
TH013,2018,ACFL,0
TH013,2019,ACFL,0
TH014,2016,ACFL,0
TH014,2017,ACFL,0
TH014,2018,ACFL,0
TH014,2019,ACFL,0
TH015,2016,ACFL,0
TH015,2017,ACFL,0
TH015,2018,ACFL,0
TH015,2019,ACFL,0
TH016,2016,ACFL,0
TH016,2017,ACFL,0
TH016,2018,ACFL,1
TH016,2019,ACFL,0
TH017,2016,ACFL,1
TH017,2017,ACFL,0
TH017,2018,ACFL,0
TH017,2019,ACFL,0
TH018,2016,ACFL,1
TH018,2017,ACFL,1
TH018,2018,ACFL,0
TH018,2019,ACFL,1
TH019,2016,ACFL,0
TH019,2017,ACFL,1
TH019,2018,ACFL,0
TH019,2019,ACFL,0
TH020,2016,ACFL,0
TH020,2017,ACFL,0
TH020,2018,ACFL,0
TH020,2019,ACFL,0
TH021,2016,ACFL,0
TH021,2017,ACFL,0
